"","Year","Area","Street","Street.2"
"1974",2011,"","OS Assembly Rooms Poplar Road",""
"1975",2011,"","OS LG Arena NEC Complex",""
"1976",2011,"","OS LG Arena NEC Complex",""
"1977",2011,"","Outside The Clock PH Clock Lane",""
"1978",2011,"","Outside White Swan Station Road Solihull",""
"1979",2011,"","Park In Bell Lane",""
"1980",2011,"","Parkdale Road Sheldon",""
"1981",2011,"","Poplar Rd Solihull",""
"1982",2011,"","Poplar Road",""
"1983",2011,"","Poplar Road",""
"1984",2011,"","Poplar Road",""
"1985",2011,"","Poplar Road",""
"1986",2011,"","Poplar Road",""
"1987",2011,"","Poplar Road",""
"1988",2011,"","Poplar Road",""
"1989",2011,"","Poplar Road",""
"1990",2011,"","Poplar Road",""
"1991",2011,"","Poplar Road",""
"1992",2011,"","Poplar Road",""
"1993",2011,"","Poplar Road",""
"1994",2011,"","Poplar Road",""
"1995",2011,"","Poplar Road",""
"1996",2011,"","Poplar Road Solihull West Midlands",""
"1997",2011,"","Poplar Road Solihull",""
"1998",2011,"","Poplar Road Solihull",""
"1999",2011,"","Poplar Road Solihull",""
"2000",2011,"","Poplar Road Solihull",""
"2001",2011,"","Poplar Road Solihull",""
"2002",2011,"","Poplar Road Solihull",""
"2003",2011,"","Poplar Road Solihull",""
"2004",2011,"","Poplar Road Solihull",""
"2005",2011,"","Poplar Road Solihull",""
"2006",2011,"","Poplar Way Solihull",""
"2007",2011,"","Poplar Way Solihull",""
"2008",2011,"","Rolls Wood Drive Solihull West Midlands",""
"2009",2011,"","Scolfield Road Kingshurst",""
"2010",2011,"","Solihull Station Road",""
"2011",2011,"","Solihull A E",""
"2012",2011,"","Solihull High Street",""
"2013",2011,"","Solihull Hospital",""
"2014",2011,"","Solihull Hospital",""
"2015",2011,"","Solihull Moors Football Club Damson Parkway Solihull",""
"2016",2011,"","Solihull Town Centre",""
"2017",2011,"","Solihull Town Centre",""
"2018",2011,"","Solihull Town Centre Solihull West Midlands",""
"2019",2011,"","Solihull Town Centre Lode Lane",""
"2020",2011,"","Solihull Town Centre Outside Kings Chip Shop",""
"2021",2011,"","Solihull Poplar Road",""
"2022",2011,"","Stanley Avenue",""
"2023",2011,"","Station Rd",""
"2024",2011,"","Station Rd At Herbert Rd Junction",""
"2025",2011,"","Station Rd With Juction Of Herbert Rd Solihull",""
"2026",2011,"","Station Road",""
"2027",2011,"","Station Road",""
"2028",2011,"","Station Road Solihull",""
"2029",2011,"","Station Road Solihull",""
"2030",2011,"","Station Road Solihull",""
"2031",2011,"","Station Road Solihull",""
"2032",2011,"","Station Road Solihull",""
"2033",2011,"","Station Road Solihull",""
"2034",2011,"","Station Road High Street Solihull",""
"2035",2011,"","The Crescent",""
"2036",2011,"","The Village Hotel Shirley",""
"2037",2011,"","Usk Way Smithswood Solihull",""
"2038",2011,"","Warwick Rd Solihull",""
"2039",2011,"","Warwick Rd Solihull",""
"2040",2011,"","Warwick Rd Solihull",""
"2041",2011,"","Warwick Road",""
"2042",2011,"","Warwick Road",""
"2043",2011,"","Warwick Road",""
"2044",2011,"","Warwick Roadf Solihull",""
"2045",2011,"","Wolaston Close",""
"2046",2011,"Sandwell","Abbey Road",""
"2047",2011,"","Albright Road Oldbury",""
"2048",2011,"","Aleander Way",""
"2049",2011,"","Alexandra Road Halesowen",""
"2050",2011,"","Angels Nightclub West Bromwich",""
"2051",2011,"","Angels PH West Bromwich",""
"2052",2011,"","Anita Avenue Tividale",""
"2053",2011,"","Astel Park Retail Center",""
"2054",2011,"","Aston Street Tipton",""
"2055",2011,"","Atlas Grove",""
"2056",2011,"","Bank Street West Bromwich",""
"2057",2011,"","Barker Street",""
"2058",2011,"","Bearwood High St",""
"2059",2011,"","Bearwood Rd",""
"2060",2011,"","Bearwood Road",""
"2061",2011,"","Bearwood Road Bearwood",""
"2062",2011,"","Bearwood Road Smethwick",""
"2063",2011,"","Bearwood Road Smethwick",""
"2064",2011,"","Bearwood Road Smwthwick",""
"2065",2011,"","Beawood Road",""
"2066",2011,"","Beech Crescent",""
"2067",2011,"","Beeches Road West Bromwich",""
"2068",2011,"","Bella Pizza",""
"2069",2011,"","Beresford Rd Oldbury",""
"2070",2011,"","Beresford Rd Oldbury",""
"2071",2011,"","Beresford Rd Oldbury",""
"2072",2011,"","Billard Hall West Bromwich",""
"2073",2011,"","Birchfield Lane",""
"2074",2011,"","Birmingham Road Oldbury",""
"2075",2011,"","Birmingham Road Oldbury",""
"2076",2011,"","Birmingham Road Oldbury",""
"2077",2011,"","BIRMINGHAM ST OLDBURY WEST MIDLANDS",""
"2078",2011,"","Birminham Road Oldbury",""
"2079",2011,"","Brandhall Close",""
"2080",2011,"","Brasshouse Lane",""
"2081",2011,"","Broad Street",""
"2082",2011,"","Burnttree",""
"2083",2011,"","Cape Hill Smethwick",""
"2084",2011,"","Cape Hill Smethwick",""
"2085",2011,"","Carters Green West Brom",""
"2086",2011,"","Carters Green West Bromwich",""
"2087",2011,"","Central Avenue Tipton",""
"2088",2011,"","Coop Brandall",""
"2089",2011,"","Dartmouth Park",""
"2090",2011,"","DEVONSHIRE ROAD SMETHWICK",""
"2091",2011,"","Dial Lane West Bromwich",""
"2092",2011,"","Dial Lane West Bromwich",""
"2093",2011,"","Duchess Parade West Bromwich",""
"2094",2011,"","Dudley Port",""
"2095",2011,"","Dudley Port Tipton",""
"2096",2011,"","DUDLEY PORT TIPTON",""
"2097",2011,"","Dudley Port Tipton",""
"2098",2011,"","Dudley Street",""
"2099",2011,"","Dudley Street",""
"2100",2011,"","Dyas Avenue",""
"2101",2011,"","Elgar Crescent Pensnett",""
"2102",2011,"","ESHER ROAD",""
"2103",2011,"","Fountain Lane Oldbury",""
"2104",2011,"","Freet Street Oldbury",""
"2105",2011,"","Freeth Street",""
"2106",2011,"","Galton Bridge",""
"2107",2011,"","Gladstone Street West Bromwich",""
"2108",2011,"","Goose PH West Bromwich",""
"2109",2011,"","GREAT BARR HOTEL",""
"2110",2011,"","Great Barr Hotel",""
"2111",2011,"","GREAT BARR HOTEL GREAT BARR",""
"2112",2011,"","GREAT BARR HOTEL GREAT BARR",""
"2113",2011,"","Great Bridge Street Tipton",""
"2114",2011,"","Hales Lane Smethwick",""
"2115",2011,"","Halesowen Road",""
"2116",2011,"","HALESOWEN ROAD CRADLEY HEATH",""
"2117",2011,"","Halesowen Road Cradley Heath",""
"2118",2011,"","Henley Close Tipton",""
"2119",2011,"","High Avenue",""
"2120",2011,"","High St West Brom",""
"2121",2011,"","High St Cradley Heath",""
"2122",2011,"","High Street Great Bridge",""
"2123",2011,"","High Street Smethwick",""
"2124",2011,"","High Street Smethwick",""
"2125",2011,"","High Street West Brom",""
"2126",2011,"","High Street West Brom",""
"2127",2011,"","High Street West Bromwich",""
"2128",2011,"","High Street West Bromwich",""
"2129",2011,"","High Street Smethwick",""
"2130",2011,"","High Street Stourbridge",""
"2131",2011,"","High Street Stourbridge",""
"2132",2011,"","High Street Stourbridge",""
"2133",2011,"","High Street West Bromwich",""
"2134",2011,"","High Street West Bromwich",""
"2135",2011,"","High Street West Bromwich Opposite Wilkinsons",""
"2136",2011,"","Holly Lane Smethwick",""
"2137",2011,"","Holyhead Road",""
"2138",2011,"","Holyhead Road Handsworth",""
"2139",2011,"","Hugh Road",""
"2140",2011,"","Huntingtree Road",""
"2141",2011,"","Hydes Road",""
"2142",2011,"","Jct Jct Southbound M",""
"2143",2011,"","Jervoise Lane West Brom",""
"2144",2011,"","Jervoise Lane West Bromwich",""
"2145",2011,"","Jowitts Lane",""
"2146",2011,"","Karatchi",""
"2147",2011,"","Kingsbury Road Tipton",""
"2148",2011,"","Lakeside Piblic Hse Carpark",""
"2149",2011,"","Langley Mead",""
"2150",2011,"","Ledgends PH Tipton",""
"2151",2011,"","Limes Road",""
"2152",2011,"","Lodge Road",""
"2153",2011,"","Lombard Street",""
"2154",2011,"","LONDONDERRY LANE",""
"2155",2011,"","Long Lane Blackheath",""
"2156",2011,"","Long Lane Blackheath",""
"2157",2011,"","Lutley Oak Halesowen",""
"2158",2011,"","Market Place Wednesbury",""
"2159",2011,"","MARKET PLACE WEDNESBURY",""
"2160",2011,"","Market Place Wednesbury",""
"2161",2011,"","Martley Road",""
"2162",2011,"","McDonalds Wolverhampton Road Oldbury",""
"2163",2011,"","Middlemore Road",""
"2164",2011,"","Mill Gardens Smethwick",""
"2165",2011,"","Newbury Lane Oldbury",""
"2166",2011,"","O S PIC Home Adderss",""
"2167",2011,"","O S Yummys Take Away Stourbridge",""
"2168",2011,"","Oak Road",""
"2169",2011,"","OFF Birmingham Road Rowley Regis",""
"2170",2011,"","Oldbury Rd",""
"2171",2011,"","Oldbury Rd",""
"2172",2011,"","Oldbury Rd Carpark Of Bulls Head",""
"2173",2011,"","Oldbury Road",""
"2174",2011,"","Outside Goose Public House",""
"2175",2011,"","Outside Home Address",""
"2176",2011,"","Outside The Bulls Head PH",""
"2177",2011,"","PARK CRECENT WEST BROM",""
"2178",2011,"","Park Road Smethwick",""
"2179",2011,"","Piddock Road Police Station",""
"2180",2011,"","Portland Rd Warley",""
"2181",2011,"","Potters Lane",""
"2182",2011,"","Pound Road",""
"2183",2011,"","Radford Close",""
"2184",2011,"","Redwood Road",""
"2185",2011,"","Regent Court",""
"2186",2011,"","Resovoir Road Oldbury",""
"2187",2011,"","Ruskin Street West Brom",""
"2188",2011,"","Russells Hall Hospiatl",""
"2189",2011,"","SAINTS WAY WEST BROMWICH",""
"2190",2011,"","Sandwell Hospital",""
"2191",2011,"","Sandwell Hospital A And E",""
"2192",2011,"","Shaftsbury Street",""
"2193",2011,"","Silverlands Avenue",""
"2194",2011,"","Smethwick Front Office",""
"2195",2011,"","Smethwick High Street",""
"2196",2011,"","Smethwick High Street Outside Red Cow",""
"2197",2011,"","St Andrews Church",""
"2198",2011,"","St Michaels Street",""
"2199",2011,"","St Michaels Street West Brom",""
"2200",2011,"","St Micheals Square",""
"2201",2011,"","St Micheals Street West Bromwich",""
"2202",2011,"","Suffrage Street Smethwick",""
"2203",2011,"","Sycamore Road Smethwick",""
"2204",2011,"","Tanemouth Railway Station",""
"2205",2011,"","Tanhouse Avenue West Bromwich",""
"2206",2011,"","THE GOOSE PUBLIC HOUSE HIGH STREET",""
"2207",2011,"","THE GOOSE PUBLIC HOUSE WEST BROMWICH",""
"2208",2011,"","Thimbermill Recreation Ground",""
"2209",2011,"","Thimblemill Road",""
"2210",2011,"","Three Shires Oak Road Smethwick",""
"2211",2011,"","Tichbourne Place Dudley",""
"2212",2011,"","Titford Road Oldbury",""
"2213",2011,"","Tollgate",""
"2214",2011,"","TOLLGATE SHOPPING CENTRE",""
"2215",2011,"","TOLLHOUSE WAY SMETHWICK",""
"2216",2011,"","Tram Lines West Bromwich",""
"2217",2011,"","Vicarage Street Langley",""
"2218",2011,"","Victoria Park Road Smethwick",""
"2219",2011,"","Warley Mags Court Oldbury Ringway",""
"2220",2011,"","Waterfall Lane Cradley Heath",""
"2221",2011,"","Waterfall Lane Cradley Heath",""
"2222",2011,"","Waterfall Lane Cradley Heath",""
"2223",2011,"","Watton Street West Bromwich",""
"2224",2011,"","West Bromwich",""
"2225",2011,"","West Bromwich Bus Station",""
"2226",2011,"","West Bromwich Front Office",""
"2227",2011,"","West Bromwich High Street",""
"2228",2011,"","White Road",""
"2229",2011,"","Windmill Lane",""
"2230",2011,"","Windmill Lane",""
"2231",2011,"","Windmill Lane",""
"2232",2011,"","Wolverhampton Road",""
"2233",2011,"","Wolverhampton Road",""
"2234",2011,"","Wolverhampton Road Oldbury",""
"2235",2011,"","Woodland Drive Smethwick",""
"2236",2011,"","Woodland Street",""
"2237",2011,"","York Road",""
"2238",2011,"Walsall","Aberwell Street Walsall",""
"2239",2011,"","Ablewell St",""
"2240",2011,"","Ablewell St Walsall",""
"2241",2011,"","Ablewell Street",""
"2242",2011,"","Ablewell Street",""
"2243",2011,"","Ablewell Street Walsall",""
"2244",2011,"","Arundel Street Caldmore Walsall",""
"2245",2011,"","ASDA DARLASTON",""
"2246",2011,"","ASDA DARLASTON",""
"2247",2011,"","ASDA Cape Hill",""
"2248",2011,"","ASDA DARLASTON",""
"2249",2011,"","Atlee Road Bentley Willenhall",""
"2250",2011,"","Aukland Road",""
"2251",2011,"","Barnes Lane",""
"2252",2011,"","Barr Common Rd Streetly",""
"2253",2011,"","Bassano Rd Black Heath",""
"2254",2011,"","Bath Street Caldmore Walsall",""
"2255",2011,"","Bescot Crescet Away Turnstile Walsall",""
"2256",2011,"","Bilston Street",""
"2257",2011,"","Birchills St",""
"2258",2011,"","Birchills St",""
"2259",2011,"","Birchills St Walsall",""
"2260",2011,"","Birmingham Rd",""
"2261",2011,"","Birmingham Road",""
"2262",2011,"","Black Lake West Bromwich",""
"2263",2011,"","Bloxwich High Street",""
"2264",2011,"","Bloxwich High Street",""
"2265",2011,"","Bloxwich Police Stastion",""
"2266",2011,"","Bloxwich Police Station",""
"2267",2011,"","Bradfor Street",""
"2268",2011,"","Bradford Place",""
"2269",2011,"","Bradford Place",""
"2270",2011,"","Bradford Place",""
"2271",2011,"","Bradford Place",""
"2272",2011,"","Bradford Place",""
"2273",2011,"","Bradford Place",""
"2274",2011,"","Bradford Place Walsall",""
"2275",2011,"","Bradford Place Walsall",""
"2276",2011,"","Bradford Place Walsall",""
"2277",2011,"","Bradford Place Walsall",""
"2278",2011,"","Bradford St Walsall",""
"2279",2011,"","Bradford St Walsall",""
"2280",2011,"","Bradford Street",""
"2281",2011,"","Bradford Street Walsall",""
"2282",2011,"","Brdge St Walsall",""
"2283",2011,"","Bridge St",""
"2284",2011,"","Bridge St",""
"2285",2011,"","Bridge St",""
"2286",2011,"","Bridge St",""
"2287",2011,"","Bridge St",""
"2288",2011,"","Bridge St",""
"2289",2011,"","Bridge St",""
"2290",2011,"","Bridge St",""
"2291",2011,"","Bridge St",""
"2292",2011,"","Bridge St Walsall",""
"2293",2011,"","Bridge St Walsall",""
"2294",2011,"","Bridge St Walsall",""
"2295",2011,"","Bridge St Walsall",""
"2296",2011,"","Bridge St Walsall",""
"2297",2011,"","Bridge St Walsall",""
"2298",2011,"","Bridge St Walsall",""
"2299",2011,"","Bridge St Walsall",""
"2300",2011,"","Bridge St Walsall",""
"2301",2011,"","Bridge St Walsall",""
"2302",2011,"","Bridge St Walsall",""
"2303",2011,"","Bridge St Walsall",""
"2304",2011,"","Bridge St Walsall",""
"2305",2011,"","Bridge Street",""
"2306",2011,"","Bridge Street",""
"2307",2011,"","Bridge Street",""
"2308",2011,"","Bridge Street",""
"2309",2011,"","Bridge Street",""
"2310",2011,"","Bridge Street",""
"2311",2011,"","Bridge Street",""
"2312",2011,"","Bridge Street",""
"2313",2011,"","Bridge Street",""
"2314",2011,"","Bridge Street",""
"2315",2011,"","Bridge Street",""
"2316",2011,"","Bridge Street",""
"2317",2011,"","Bridge Street",""
"2318",2011,"","Bridge Street",""
"2319",2011,"","Bridge Street",""
"2320",2011,"","Bridge Street",""
"2321",2011,"","Bridge Street",""
"2322",2011,"","Bridge Street",""
"2323",2011,"","Bridge Street",""
"2324",2011,"","Bridge Street Town Centre Walsall",""
"2325",2011,"","Bridge Street Town Centre Walsall",""
"2326",2011,"","Bridge Street Town Centre Walsall",""
"2327",2011,"","Bridge Street Town Centre Walsall",""
"2328",2011,"","Bridge Street Town Centre Walsall",""
"2329",2011,"","Bridge Street Town Centre Walsall",""
"2330",2011,"","Bridge Street Town Centre Walsall",""
"2331",2011,"","Bridge Street Walsall",""
"2332",2011,"","Bridge Street Walsall",""
"2333",2011,"","Bridge Street Walsall",""
"2334",2011,"","Bridge Street Walsall",""
"2335",2011,"","Bridge Street Walsall",""
"2336",2011,"","Bridge Street Walsall",""
"2337",2011,"","Bridge Street Walsall",""
"2338",2011,"","Bridge Street Walsall",""
"2339",2011,"","Bridge Street Walsall",""
"2340",2011,"","Bridge Street West",""
"2341",2011,"","Bridge Street Walsall",""
"2342",2011,"","Bridge Street Walsall",""
"2343",2011,"","Bridge Street Walsall",""
"2344",2011,"","Bridge Street Walsall",""
"2345",2011,"","Bridge Street Walsall",""
"2346",2011,"","Bridge Street Walsall",""
"2347",2011,"","Bridge Street Walsall",""
"2348",2011,"","Bridge Street Walsall",""
"2349",2011,"","Bridge Street Walsall",""
"2350",2011,"","Bridge Street Walsall",""
"2351",2011,"","Bridge Street Walsall",""
"2352",2011,"","Bridge Street Walsall",""
"2353",2011,"","Bridge Street Walsall",""
"2354",2011,"","Bridge Street Walsall",""
"2355",2011,"","Bridge Street Walsall",""
"2356",2011,"","Bridge Street Walsall",""
"2357",2011,"","Bridge Street Walsall",""
"2358",2011,"","Bridge Street Walsall",""
"2359",2011,"","Bridge Street Walsall",""
"2360",2011,"","Bridge Street Walsall",""
"2361",2011,"","Bridge Street Walsall",""
"2362",2011,"","Bridge Street Walsall",""
"2363",2011,"","Bridge Street Walsall",""
"2364",2011,"","Brige St Walsall",""
"2365",2011,"","British Oak Public House High Road Willenhall",""
"2366",2011,"","Broad Lane Gardens",""
"2367",2011,"","BROAD LANE GARDENS BLOXWICH",""
"2368",2011,"","Broadway West",""
"2369",2011,"","Brook Lane Walsall Wood",""
"2370",2011,"","Bus Station Halesowen Street",""
"2371",2011,"","Butts Street The Butts Walsall",""
"2372",2011,"","Byland Way Mosseley",""
"2373",2011,"","Caldmore Road",""
"2374",2011,"","Castle Street Dudley",""
"2375",2011,"","Cecil Street",""
"2376",2011,"","Chester Road Stonnall Walsall",""
"2377",2011,"","Church Road Pelsall Walsall",""
"2378",2011,"","Church Street Bilston",""
"2379",2011,"","Community Landing Outside The PIC S Flat",""
"2380",2011,"","Cradley High Street",""
"2381",2011,"","Crankhall Lane",""
"2382",2011,"","Dangerfield Lane Darlaston",""
"2383",2011,"","Darwall Street Walsall",""
"2384",2011,"","Darwell St Walsall",""
"2385",2011,"","Darwell Street",""
"2386",2011,"","Davy Road",""
"2387",2011,"","Dudley Road East",""
"2388",2011,"","Elma Green Road",""
"2389",2011,"","Emsworth Crescent Pendefors Wolverhampton",""
"2390",2011,"","Erdington High Street",""
"2391",2011,"","Erdington High Street",""
"2392",2011,"","Evesham Cr",""
"2393",2011,"","Fletcher Road",""
"2394",2011,"","FORRESTER STREET",""
"2395",2011,"","Forrester Street",""
"2396",2011,"","Forrester Street",""
"2397",2011,"","Franchise Street Darlaston",""
"2398",2011,"","Frank Road Smethwick",""
"2399",2011,"","Freer St Walsall",""
"2400",2011,"","Freer Street",""
